id, address, area, category, base price, sale price, competitors count, notes
N1020316, 臺北市松山區西松段一小段6-2地號, "3,987(持分7669/100000)", 第三之ㄧ種住宅區, "708,414,466", , , 
N1020316, 臺北市松山區西松段一小段6-3地號, "5,866(持分7669/100000)", 第三種住宅區, "708,414,466", , , 
N1020317, 臺北市松山區西松段一小段5124建號, 約233.89(含共有部分), , "70,738,715", "78,888,888", 3, 
N1020317, 臺北市松山區西松段一小段6-2地號, "3,987(持分506/100000)", 第三之ㄧ種住宅區, "70,738,715", "78,888,888", 3, 
N1020317, 臺北市松山區西松段一小段6-3地號, "5,866(持分506/100000)", 第三種住宅區, "70,738,715", "78,888,888", 3, 
N1020318, 臺北市松山區西松段一小段5125建號, 約284.86(含共有部分), , "86,170,302", "101,888,988", 5, 
N1020318, 臺北市松山區西松段一小段6-2地號, "3,987(持分616/100000)", 第三之ㄧ種住宅區, "86,170,302", "101,888,988", 5, 
N1020318, 臺北市松山區西松段一小段6-3地號, "5,866(持分616/100000)", 第三種住宅區, "86,170,302", "101,888,988", 5, 
N1020319, 臺北市松山區西松段一小段5675建號, 約232.08(含共有部分), , "70,203,924", "74,029,999", 3, 
N1020319, 臺北市松山區西松段一小段7地號, "5,371(持分944/100000)", 第三種住宅區, "70,203,924", "74,029,999", 3, 
N1020320, 臺北市松山區西松段一小段5676建號, 約166.79(含共有部分), , "50,453,822", "52,600,000", 4, 
N1020320, 臺北市松山區西松段一小段7地號, "5,731(持分678/100000)", 第三種住宅區, "50,453,822", "52,600,000", 4, 
N1020321, 臺北市松山區西松段一小段5677建號, 約144.55(含共有部分), , "48,099,098", "68,288,889", 16, 
N1020321, 臺北市松山區西松段一小段7地號, "5,371(持分588/100000)", 第三種住宅區, "48,099,098", "68,288,889", 16, 
N1020322, 臺北市松山區西松段一小段5678建號, 約130.57(含共有部分), , "37,522,600", "40,500,099", 6, 
N1020322, 臺北市松山區西松段一小段7地號, "5,371(持分531/100000)", 第三種住宅區, "37,522,600", "40,500,099", 6, 
N1020323, 臺北市松山區西松段一小段5679建號, 約142.86(含共有部分), , "38,893,542", "40,500,099", 1, 
N1020323, 臺北市松山區西松段一小段7地號, "5,371(持分581/100000)", 第三種住宅區, "38,893,542", "40,500,099", 1, 
N1020324, 臺北市松山區西松段一小段5680建號, 約134.23(含共有部分), , "36,544,041", , , 
N1020324, 臺北市松山區西松段一小段7地號, "5,371(持分546/100000)", 第三種住宅區, "36,544,041", , , 
N1020325, 臺北市松山區西松段一小段5682建號, 約322.84(含共有部分), , "85,940,161", , , 
N1020325, 臺北市松山區西松段一小段7-7地號, "4,992(持分1259/100000)", 第三種住宅區, "85,940,161", , , 
N1020326, 臺北市松山區西松段一小段5683建號, 約145.91(含共有部分), , "38,841,268", , , 
N1020326, 臺北市松山區西松段一小段7-7地號, "4,992(持分569/100000)", 第三種住宅區, "38,841,268", , , 
N1020327, 臺北市松山區西松段一小段5306建號, 約333.44(含共有部分), , "90,778,952", , , 
N1020327, 臺北市松山區西松段一小段7-9地號, "5,736(持分1119/100000)", 第三種住宅區, "90,778,952", , , 
N1020328, 臺北市松山區西松段一小段5310建號, 約275.05(含共有部分), , "73,218,424", , , 
N1020328, 臺北市松山區西松段一小段7-9地號, "5,736(持分923/100000)", 第三種住宅區, "73,218,424", , , 
N1020329, 臺北市松山區西松段一小段5311建號, 約323.86(含共有部分), , "86,211,632", , , 
N1020329, 臺北市松山區西松段一小段7-9地號, "5,736(持分1087/100000)", 第三種住宅區, "86,211,632", , , 
N1020201, 臺北市文山區萬隆段二小段4194建號, 約187.95, , "45,483,694", , , 
N1020201, 臺北市文山區萬隆段二小段499地號, 9202(持分403/100000), 第三種住宅區, "45,483,694", , , 
N1020202, 臺北市文山區萬隆段二小段4208建號, 約225.61, , "53,232,752", , , 
N1020202, 臺北市文山區萬隆段二小段499地號, 9202(持分484/100000), 第三種住宅區, "53,232,752", , , 
N1020203, 臺北市文山區萬隆段二小段4166建號, 約223.60, , "52,758,141", , , 
N1020203, 臺北市文山區萬隆段二小段499地號, 9202(持分480/100000), 第三種住宅區, "52,758,141", , , 
N1020204, 臺北市文山區萬隆段二小段4180建號, 約187.95, , "44,915,257", , , 
N1020204, 臺北市文山區萬隆段二小段499地號, 9202(持分403/100000), 第三種住宅區, "44,915,257", , , 
N1020205, 臺北市文山區萬隆段二小段4278建號, 約219.95, , "53,227,930", , , 
N1020205, 臺北市文山區萬隆段二小段499地號, 9202(持分472/100000), 第三種住宅區, "53,227,930", , , 
N1020206, 臺北市文山區萬隆段二小段4244建號, 約313.92, , "74,069,483", , , 
N1020206, 臺北市文山區萬隆段二小段499地號, 9202(持分671/100000), 第三種住宅區, "74,069,483", , , 
N1020207, 臺北市文山區萬隆段二小段4138建號, 約187.95, , "44,915,257", , , 
N1020207, 臺北市文山區萬隆段二小段499地號, 9202(持分403/100000), 第三種住宅區, "44,915,257", , , 
N1020208, 臺北市文山區萬隆段二小段4152建號, 約223.60, , "52,758,141", , , 
N1020208, 臺北市文山區萬隆段二小段499地號, 9202(持分480/100000), 第三種住宅區, "52,758,141", , , 
N1020209, 臺北市文山區萬隆段二小段4110建號, 約225.61, , "53,232,752", , , 
N1020209, 臺北市文山區萬隆段二小段499地號, 9202(持分484/100000), 第三種住宅區, "53,232,752", , , 
N1020210, 臺北市文山區萬隆段二小段4124建號, 約187.95, , "45,483,694", , , 
N1020210, 臺北市文山區萬隆段二小段499地號, 9202(持分403/100000), 第三種住宅區, "45,483,694", , , 
N1020211, 臺北市文山區萬隆段二小段4076建號, 約187.92, , "44,339,717", , , 
N1020211, 臺北市文山區萬隆段二小段499地號, 9202(持分403/100000), 第三種住宅區, "44,339,717", , , 
N1020212, 臺北市文山區萬隆段二小段4041建號, 約181.83, , "44,002,687", , , 
N1020212, 臺北市文山區萬隆段二小段499地號, 9202(持分390/100000), 第三種住宅區, "44,002,687", , , 
N1020213, 臺北市文山區萬隆段二小段4053建號, 約248.77, , "58,697,048", , , 
N1020213, 臺北市文山區萬隆段二小段499地號, 9202(持分532/100000), 第三種住宅區, "58,697,048", , , 
N1020214, 臺北市文山區萬隆段二小段3909建號, 約172.03, , "41,631,051", , , 
N1020214, 臺北市文山區萬隆段二小段471地號, 9813(持分338/100000), 第三種住宅區, "41,631,051", , , 
N1020215, 臺北市文山區萬隆段二小段3923建號, 約191.05, , "45,078,038", , , 
N1020215, 臺北市文山區萬隆段二小段471地號, 9813(持分376/100000), 第三種住宅區, "45,078,038", , , 
N1020216, 臺北市文山區萬隆段二小段4026建號, 約229.57, , "55,555,742", , , 
N1020216, 臺北市文山區萬隆段二小段471地號, 9813(持分452/100000), 第三種住宅區, "55,555,742", , , 
N1020217, 臺北市文山區萬隆段二小段3974建號, 約272.21, , "64,227,952", , , 
N1020217, 臺北市文山區萬隆段二小段471地號, 9813(持分536/100000), 第三種住宅區, "64,227,952", , , 
N1020218, 臺北市文山區萬隆段二小段3937建號, 約310.41, , "73,241,344", , , 
N1020218, 臺北市文山區萬隆段二小段471地號, 9813(持分611/100000), 第三種住宅區, "73,241,344", , , 
N1020219, 臺北市文山區萬隆段二小段3829建號, 約191.05, , "45,078,038", , , 
N1020219, 臺北市文山區萬隆段二小段471地號, 9813(持分376/100000), 第三種住宅區, "45,078,038", , , 
N1020220, 臺北市文山區萬隆段二小段3843建號, 約172.03, , "41,631,051", , , 
N1020220, 臺北市文山區萬隆段二小段471地號, 9813(持分338/100000), 第三種住宅區, "41,631,051", , , 
N1020221, 臺北市文山區萬隆段二小段3815建號, 約291.71, , "68,828,903", , , 
N1020221, 臺北市文山區萬隆段二小段471地號, 9813(持分574/100000), 第三種住宅區, "68,828,903", , , 
N1020222, 臺北市文山區萬隆段二小段3775建號, 約289.15, , "69,973,962", , , 
N1020222, 臺北市文山區萬隆段二小段471地號, 9813(持分569/100000), 第三種住宅區, "69,973,962", , , 
N1020223, 臺北市文山區萬隆段二小段3605建號, 約186.28, , "45,079,634", , , 
N1020223, 臺北市文山區萬隆段二小段463地號, 2276(持分1704/100000), 第三種住宅區, "45,079,634", , , 
N1020224, 臺北市文山區萬隆段二小段3571建號, 約195.34, , "46,090,289", , , 
N1020224, 臺北市文山區萬隆段二小段463地號, 2276(持分1787/100000), 第三種住宅區, "46,090,289", , , 
N1020225, 臺北市文山區萬隆段二小段3563建號, 約115.74, , "27,308,904", , , 
N1020225, 臺北市文山區萬隆段二小段463地號, 2276(持分1059/100000), 第三種住宅區, "27,308,904", , , 
N1020226, 臺北市文山區萬隆段二小段3555建號, 約110.07, , "25,971,017", , , 
N1020226, 臺北市文山區萬隆段二小段463地號, 2276(持分1007/100000), 第三種住宅區, "25,971,017", , , 
N1020227, 新北市五股區五股坑段五股坑小段6377建號, 約188.61, , "10,497,862", , , 
N1020227, 新北市五股區五股坑段五股坑小段403、403-28地號, 62484.79(持分113/100000), 住宅區, "10,497,862", , , 
N1020227, 新北市五股區五股坑段五股坑小段403-29地號, 6(持分113/100000), 道路用地, "10,497,862", , , 
N1020228, 新北市五股區五股坑段五股坑小段6436建號, 約188.61, , "10,497,862", , , 
N1020228, 新北市五股區五股坑段五股坑小段403、403-28地號, 62484.79(持分113/100000), 住宅區, "10,497,862", , , 
N1020228, 新北市五股區五股坑段五股坑小段403-29地號, 6(持分113/100000), 道路用地, "10,497,862", , , 
N1020229, 新北市五股區五股坑段五股坑小段6466建號, 約210.75, , "11,730,158", "13,760,899", 2, 
N1020229, 新北市五股區五股坑段五股坑小段403、403-28地號, 62484.79(持分126/100000), 住宅區, "11,730,158", "13,760,899", 2, 
